Drug	SMILES
doxercalciferol	CC(C)[C@H](C)\C=C\[C@@H](C)[C@H]1CC[C@@H]2[C@]1(C)CCC\C2=C/C=C1\C[C@@H](O)C[C@H](O)C1=C
rosuvastatin	CC(C)c1nc(nc(-c2ccc(F)cc2)c1\C=C\[C@@H](O)C[C@@H](O)CC(O)=O)N(C)S(C)(=O)=O
ceftiofur	CO\N=C(/C(=O)N[C@H]1[C@H]2SCC(CSC(=O)c3ccco3)=C(N2C1=O)C(O)=O)c1csc(N)n1
mirodenafil	CCCOc1ccc(cc1-c1nc2c(CCC)cn(CC)c2c(=O)[nH]1)S(=O)(=O)N1CCN(CCO)CC1
GW-0742	Cc1nc(sc1CSc1ccc(OCC(O)=O)c(C)c1)-c1ccc(c(F)c1)C(F)(F)F
alogliptin	Cn1c(=O)cc(N2CCCC(N)C2)n(Cc2ccccc2C#N)c1=O
CI-844	O(c1ccccc1)c1cccnc1
GR-135531	COC(=O)Nc1ccc2[nH]cc(CCNC(C)=O)c2c1
salicylanilide	Oc1ccccc1C(=O)Nc1ccccc1
RS-102895	FC(F)(F)c1ccc(CCN2CCC3(CC2)OC(=O)Nc2ccccc32)cc1
etofylline	Cn1c2ncn(CCO)c2c(=O)n(C)c1=O
AZD1981	CC(=O)Nc1cccc2n(CC(O)=O)c(C)c(Sc3ccc(Cl)cc3)c12
UNC1215	O=C(N1CCC(CC1)N1CCCC1)c1ccc(C(=O)N2CCC(CC2)N2CCCC2)c(Nc2ccccc2)c1
dimethindene-(S)-(+)	C[C@@H](C1=C(CCN(C)C)Cc2ccccc12)c1ccccn1
pilsicainide	Cc1cccc(C)c1NC(=O)CC12CCCN1CCC2
chloropyramine	CN(C)CCN(Cc1ccc(Cl)cc1)c1ccccn1
L-693403	C(N1CCC2(CCc3ccccc23)CC1)c1ccccc1
chloroxoquinoline	Oc1ccnc2cc(Cl)ccc12
barbital	CCC1(CC)C(=O)NC(=O)NC1=O
pimavanserin	CC(C)COc1ccc(CNC(=O)N(Cc2ccc(F)cc2)C2CCN(C)CC2)cc1
sinomenine	COC1=C[C@@H]2[C@@H]3Cc4ccc(OC)c(O)c4[C@]2(CCN3C)CC1=O
FK-888	CN(Cc1ccccc1)C(=O)[C@H](Cc1ccc2ccccc2c1)NC(=O)[C@@H]1C[C@@H](O)CN1C(=O)c1cn(C)c2ccccc12
levodropropizine	OC[C@@H](O)CN1CCN(CC1)c1ccccc1
pargyline	CN(CC#C)Cc1ccccc1
skepinone-l	OC[C@@H](O)COc1ccc2CCc3cc(Nc4ccc(F)cc4F)ccc3C(=O)c2c1
entacapone	CCN(CC)C(=O)C(\C#N)=C\c1cc(O)c(O)c(c1)[N+]([O-])=O
NMS-1286937	CN1CCN(CC1)c1ccc(OC(F)(F)F)c(Nc2ncc3CCc4c(nn(CCO)c4-c3n2)C(N)=O)c1
avagacestat	NC(=O)[C@@H](CCC(F)(F)F)N(Cc1ccc(cc1F)-c1ncon1)S(=O)(=O)c1ccc(Cl)cc1
metirosine	C[C@](N)(Cc1ccc(O)cc1)C(O)=O
palovarotene	CC1(C)CCC(C)(C)c2cc(\C=C\c3ccc(cc3)C(O)=O)c(Cn3cccn3)cc12
PTC-209	COc1cc(Br)c(Nc2nc(cs2)-c2c(C)nc3ncccn23)c(Br)c1
JNJ-26481585	Cn1cc(CNCC2CCN(CC2)c2ncc(cn2)C(=O)NO)c2ccccc12
glutamine-(l)	N[C@@H](CCC(N)=O)C(O)=O
MLN-8054	OC(=O)c1ccc(Nc2ncc3CN=C(c4cc(Cl)ccc4-c3n2)c2c(F)cccc2F)cc1
alvespimycin	CO[C@H]1C[C@H](C)CC2=C(NCCN(C)C)C(=O)C=C(NC(=O)\C(C)=C\C=C/[C@H](OC)[C@@H](OC(N)=O)\C(C)=C\[C@H](C)[C@H]1O)C2=O
nizofenone	CCN(CC)Cc1nccn1-c1ccc(cc1C(=O)c1ccccc1Cl)[N+]([O-])=O
2-Chloropyrazine	Clc1cnccn1
candesartan	CCOc1nc2cccc(C(O)=O)c2n1Cc1ccc(cc1)-c1ccccc1-c1nnn[nH]1
ercalcitriol	C[C@H](\C=C\[C@H](C)C(C)(C)O)[C@H]1CC[C@@H]2[C@]1(C)CCC\C2=C/C=C1/C[C@@H](O)C[C@H](O)C1=C
7-chlorokynurenic-acid	OC(=O)c1cc(O)c2ccc(Cl)cc2n1
BRL-50481	CN(C)S(=O)(=O)c1cc(ccc1C)[N+]([O-])=O
nelarabine	COc1nc(N)nc2n(cnc12)[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O
telatinib	CNC(=O)c1cc(COc2nnc(Nc3ccc(Cl)cc3)c3ccoc23)ccn1
trequinsin	COc1cc2CCn3c(c\c(=N/c4c(C)cc(C)cc4C)n(C)c3=O)-c2cc1OC
radezolid	CC(=O)NC[C@H]1CN(C(=O)O1)c1ccc(c(F)c1)-c1ccc(CNCc2cnn[nH]2)cc1
agomelatine	COc1ccc2cccc(CCNC(C)=O)c2c1
vicriviroc	COC[C@H](N1CCN(C[C@@H]1C)C1(C)CCN(CC1)C(=O)c1c(C)ncnc1C)c1ccc(cc1)C(F)(F)F
riociguat	COC(=O)N(C)c1c(N)nc(nc1N)-c1nn(Cc2ccccc2F)c2ncccc12
dideoxyadenosine	Nc1ncnc2n(cnc12)[C@H]1CC[C@@H](CO)O1
sodium-tanshinone-ii-a-sulfonate	Cc1c2c(oc1S(O)(=O)=O)-c1ccc3c(CCCC3(C)C)c1C(=O)C2=O
almorexant	CNC(=O)[C@H](N1CCc2cc(OC)c(OC)cc2[C@@H]1CCc1ccc(cc1)C(F)(F)F)c1ccccc1
IOWH032	Oc1c(Br)cc(cc1Br)-c1noc(n1)C(=O)NCc1ccc(Oc2ccccc2)cc1
BMY-45778	OC(=O)COc1cccc(c1)-c1ocnc1-c1nc(c(o1)-c1ccccc1)-c1ccccc1
T-5224	OC(=O)CCc1cc(ccc1OCc1ccc2c(O)noc2c1)C(=O)c1ccc(OC2CCCC2)cc1O
darunavir	CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@@H]12)S(=O)(=O)c1ccc(N)cc1
AZD3514	CC(=O)N1CCN(CCOc2ccc(cc2)C2CCN(CC2)C2=Nn3c(CC2)nnc3C(F)(F)F)CC1
AZD2461	COC1CCN(CC1)C(=O)c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F
NNC-05-2090	COc1ccccc1C1(O)CCN(CCCn2c3ccccc3c3ccccc23)CC1
ramosetron	Cn1cc(C(=O)[C@@H]2CCc3nc[nH]c3C2)c2ccccc12
gly-gln	NCC(=O)N[C@@H](CCC(N)=O)C(O)=O
pilocarpine	CC[C@H]1[C@@H](Cc2cncn2C)COC1=O
tolbutamide	CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1
aphidicolin	C[C@@]1(CO)[C@H](O)CC[C@@]2(C)[C@H]1CC[C@H]1C[C@@H]3C[C@]21CC[C@]3(O)CO
foscarnet	OC(=O)P(O)(O)=O
fostamatinib	COc1cc(Nc2ncc(F)c(Nc3ccc4OC(C)(C)C(=O)N(COP(O)(O)=O)c4n3)n2)cc(OC)c1OC
novobiocin	CO[C@@H]1[C@@H](OC(N)=O)[C@@H](O)[C@H](Oc2ccc3c(O)c(NC(=O)c4ccc(O)c(CC=C(C)C)c4)c(=O)oc3c2C)OC1(C)C
ramifenazone	CC(C)Nc1c(C)n(C)n(-c2ccccc2)c1=O
otilonium	CCCCCCCCOc1ccccc1C(=O)Nc1ccc(cc1)C(=O)OCC[N+](C)(CC)CC
dovitinib	CN1CCN(CC1)c1ccc2nc([nH]c2c1)-c1c(N)c2c(F)cccc2[nH]c1=O
sobetirome	CC(C)c1cc(Cc2c(C)cc(OCC(O)=O)cc2C)ccc1O
STF-62247	Cc1cccc(Nc2nc(cs2)-c2ccncc2)c1
perospirone	O=C1[C@H]2CCCC[C@H]2C(=O)N1CCCCN1CCN(CC1)c1nsc2ccccc12
ivermectin	CC[C@H](C)[C@H]1O[C@]2(CC[C@@H]1C)C[C@@H]1C[C@@H](C\C=C(C)\[C@@H](O[C@H]3C[C@H](OC)[C@@H](O[C@H]4C[C@H](OC)[C@@H](O)[C@H](C)O4)[C@H](C)O3)[C@@H](C)\C=C\C=C3/CO[C@@H]4[C@H](O)C(C)=C[C@@H](C(=O)O1)[C@]34O)O2
neratinib	CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)\C=C\CN(C)C
refametinib	COc1cc(F)c(F)c(Nc2ccc(I)cc2F)c1NS(=O)(=O)C1(C[C@H](O)CO)CC1
nifursol	Oc1c(cc(cc1[N+]([O-])=O)[N+]([O-])=O)C(=O)N\N=C\c1ccc(o1)[N+]([O-])=O
AZD2858	CN1CCN(CC1)S(=O)(=O)c1ccc(cc1)-c1cnc(N)c(n1)C(=O)Nc1cccnc1
kynurenic-acid	OC(=O)c1cc(O)c2ccccc2n1
prednisone	C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1CC[C@]2(O)C(=O)CO
WAY-600	C(N1CCC(CC1)n1ncc2c(nc(nc12)-c1ccc2[nH]ccc2c1)N1CCOCC1)c1cccnc1
zalcitabine	Nc1ccn([C@H]2CC[C@@H](CO)O2)c(=O)n1
flubendazole	COC(=O)Nc1nc2cc(ccc2[nH]1)C(=O)c1ccc(F)cc1
VU0357121	CCCCOc1ccc(cc1)C(=O)Nc1ccc(F)cc1F
linsitinib	C[C@@]1(O)C[C@@H](C1)c1nc(-c2ccc3ccc(nc3c2)-c2ccccc2)c2c(N)nccn12
cortisone-acetate	CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3C(=O)C[C@]12C
terconazole	CC(C)N1CCN(CC1)c1ccc(OC[C@H]2CO[C@@](Cn3cncn3)(O2)c2ccc(Cl)cc2Cl)cc1
schisandrin-b	COc1cc2C[C@H](C)[C@@H](C)Cc3cc4OCOc4c(OC)c3-c2c(OC)c1OC
dipyridamole	OCCN(CCO)c1nc(N2CCCCC2)c2nc(nc(N3CCCCC3)c2n1)N(CCO)CCO
allopurinol	O=c1[nH]cnc2[nH]ncc12
linsidomine	Nc1c[n+](no1)N1CCOCC1
perchlozone	NC(=S)NN=Cc1ccncc1
landiolol	CC1(C)OC[C@@H](COC(=O)CCc2ccc(OC[C@@H](O)CNCCNC(=O)N3CCOCC3)cc2)O1
AZD7762	NC(=O)Nc1cc(sc1C(=O)N[C@H]1CCCNC1)-c1cccc(F)c1
RS-79948	CCS(=O)(=O)N1CCC[C@@H]2CN3CCc4cc(OC)ccc4[C@@H]3C[C@H]12
R306465	ONC(=O)c1cnc(nc1)N1CCN(CC1)S(=O)(=O)c1ccc2ccccc2c1
embelin	CCCCCCCCCCCC1C(=O)C(=O)CC(=O)C1=O
SB-939	CCCCc1nc2cc(ccc2n1CCN(CC)CC)\C=C\C(=O)NO
5-HMF	OCc1ccc(C=O)o1
PF-04457845	FC(F)(F)c1ccc(Oc2cccc(C=C3CCN(CC3)C(=O)Nc3cccnn3)c2)nc1
cabergoline	CCNC(=O)N(CCCN(C)C)C(=O)[C@@H]1C[C@H]2[C@@H](Cc3c[nH]c4cccc2c34)N(CC=C)C1
dofetilide	CN(CCOc1ccc(NS(C)(=O)=O)cc1)CCc1ccc(NS(C)(=O)=O)cc1
edoxudine	CCc1cn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]c1=O
cediranib	COc1cc2c(Oc3ccc4[nH]c(C)cc4c3F)ncnc2cc1OCCCN1CCCC1
oltipraz	Cc1c(ssc1=S)-c1cnccn1
phenelzine	NNCCc1ccccc1
asunaprevir	COc1cnc(O[C@@H]2C[C@H](N(C2)C(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)(C)C)C(=O)N[C@@]2(C[C@H]2C=C)C(=O)NS(=O)(=O)C2CC2)c2cc(Cl)ccc12
azodicarbonamide	NC(=O)\N=N\C(N)=O
RS-102221	COc1cc(OC)c(cc1NS(=O)(=O)c1ccc(cc1)C(F)(F)F)C(=O)CCCCN1CCC2(CC1)NC(=O)NC2=O
PP242	CC(C)n1nc(-c2cc3cc(O)ccc3[nH]2)c2c(N)ncnc12
OSI-027	COc1cccc2cc([nH]c12)-c1nc([C@H]2CC[C@@H](CC2)C(O)=O)n2ncnc(N)c12
carbimazole	CCOC(=O)n1ccn(C)c1=S
benzamil	NC(NCc1ccccc1)=NC(=O)c1nc(Cl)c(N)nc1N
isoniazid	NNC(=O)c1ccncc1
pasiniazid	NNC(=O)c1ccncc1
armodafinil	NC(=O)C[S@@](=O)C(c1ccccc1)c1ccccc1
beta-CCB	CCCCOC(=O)c1cc2c(cn1)[nH]c1ccccc21
norepinephrine	NC[C@H](O)c1ccc(O)c(O)c1
sulfameter	COc1cnc(NS(=O)(=O)c2ccc(N)cc2)nc1
RS-504393	Cc1oc(nc1CCN1CCC2(CC1)OC(=O)Nc1ccc(C)cc21)-c1ccccc1
taltobulin	CN[C@H](C(=O)N[C@H](C(=O)N(C)[C@@H](C(C)C)\C=C(/C)C(O)=O)C(C)(C)C)C(C)(C)c1ccccc1
5-Amino-3-D-ribofuranosylthiazolo[4,5-d]pyrimidin-2,7(3H,6H)-dione	Nc1nc2n([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c(=O)sc2c(=O)[nH]1
LY456236	COc1ccc(Nc2ncnc3ccc(OC)cc23)cc1
cetylpyridinium	CCCCCCCCCCCCCCCC[n+]1ccccc1
cyt387	O=C(NCC#N)c1ccc(cc1)-c1ccnc(Nc2ccc(cc2)N2CCOCC2)n1
istradefylline	CCn1c2nc(\C=C\c3ccc(OC)c(OC)c3)n(C)c2c(=O)n(CC)c1=O
AVL-292	COCCOc1ccc(Nc2ncc(F)c(Nc3cccc(NC(=O)C=C)c3)n2)cc1
melphalan	N[C@@H](Cc1ccc(cc1)N(CCCl)CCCl)C(O)=O
alvocidib	CN1CC[C@@H]([C@H](O)C1)c1c(O)cc(O)c2c1oc(cc2=O)-c1ccccc1Cl
CDK1-5-inhibitor	Nc1n[nH]c2nc3ccccc3nc12
piretanide	NS(=O)(=O)c1cc(cc(N2CCCC2)c1Oc1ccccc1)C(O)=O
fingolimod	CCCCCCCCc1ccc(CCC(N)(CO)CO)cc1
urea	NC(N)=O
mizoribine	NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c1O
pimethixene	CN1CCC(CC1)=C1c2ccccc2Sc2ccccc12
naltrexone	Oc1ccc2C[C@H]3N(CC4CC4)CC[C@@]45[C@@H](Oc1c24)C(=O)CC[C@@]35O
GW-4064	CC(C)c1onc(c1COc1ccc(\C=C\c2cccc(c2)C(O)=O)c(Cl)c1)-c1c(Cl)cccc1Cl
asaraldehyde	COc1cc(OC)c(C=O)cc1OC
ethenzamide	CCOc1ccccc1C(N)=O
xaliproden	FC(F)(F)c1cccc(c1)C1=CCN(CCc2ccc3ccccc3c2)CC1
trimetazidine	COc1ccc(CN2CCNCC2)c(OC)c1OC
thonzylamine	COc1ccc(CN(CCN(C)C)c2ncccn2)cc1
pyrimethamine	CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1
KD025	CC(C)NC(=O)COc1cccc(c1)-c1nc(Nc2ccc3[nH]ncc3c2)c2ccccc2n1
bortezomib	CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)c1cnccn1)B(O)O
CI-976	CCCCCCCCCCC(C)(C)C(=O)Nc1c(OC)cc(OC)cc1OC
benurestat	ONC(=O)CNC(=O)c1ccc(Cl)cc1
rucaparib	CNCc1ccc(cc1)-c1[nH]c2cc(F)cc3C(=O)NCCc1c23
iproniazid	CC(C)NNC(=O)c1ccncc1
aniracetam	COc1ccc(cc1)C(=O)N1CCCC1=O
nonoxynol-9	CCCCCCCCCc1ccc(OCCOCCOCCOCCOCCOCCOCCOCCOCCO)cc1
arecoline	COC(=O)C1=CCCN(C)C1
PD-198306	Cc1cc(I)ccc1Nc1c(F)c(F)c(F)cc1C(=O)NOCC1CC1
chlorothiazide	NS(=O)(=O)c1cc2c(cc1Cl)N=CNS2(=O)=O
dimercaptosuccinic-acid	OC(=O)[C@@H](S)[C@@H](S)C(O)=O
PCI-34051	COc1ccc(Cn2ccc3ccc(cc23)C(=O)NO)cc1
EMD-66684	CCCCc1nc2ccn(CC(=O)N(C)C)c(=O)c2n1Cc1ccc(cc1)-c1ccccc1-c1nnn[nH]1
letrozole	N#Cc1ccc(cc1)C(c1ccc(cc1)C#N)n1cncn1
elacridar	COc1cc2CCN(CCc3ccc(NC(=O)c4cccc5c4[nH]c4c(OC)cccc4c5=O)cc3)Cc2cc1OC
1-((Z)-3-Chloroallyl)-1,3,5,7-tetraazaadamantan-1-ium	Cl\C=C/C[N+]12CN3CN(CN(C3)C1)C2
AS-703026	OC[C@@H](O)CNC(=O)c1ccncc1Nc1ccc(I)cc1F
GSK923295	CC(C)Oc1ccc(cc1Cl)C(=O)N[C@H](CNC(=O)CN(C)C)Cc1ccc(cc1)-c1cn2cccc([C@H](C)O)c2n1
puerarin	OC[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)c1c(O)ccc2c1occ(-c1ccc(O)cc1)c2=O
VLX600	C\C(=N\Nc1nnc2c(n1)[nH]c1c(C)cccc21)c1ccccn1
alverine	CCN(CCCc1ccccc1)CCCc1ccccc1
chlorocresol	Cc1cc(O)ccc1Cl
CTS21166	CC(C)C[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](NC(=O)[C@@H](N)CCC(O)=O)C(C)C)[C@@H](O)C[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](Cc1ccccc1)C(O)=O
2-TEDC	Oc1ccc(\C=C(/C#N)C(=O)OCCc2cccs2)cc1O
gaboxadol	Oc1noc2CNCCc12
tinidazole	CCS(=O)(=O)CCn1c(C)ncc1[N+]([O-])=O
liothyronine	N[C@@H](Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(O)=O
tandutinib	COc1cc2c(ncnc2cc1OCCCN1CCCCC1)N1CCN(CC1)C(=O)Nc1ccc(OC(C)C)cc1
indacaterol	CCc1cc2CC(Cc2cc1CC)NC[C@H](O)c1ccc(O)c2[nH]c(=O)ccc12
biotin	OC(=O)CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@H]12
NPPB	OC(=O)c1cc(ccc1NCCCc1ccccc1)[N+]([O-])=O
DMP-543	Fc1cc(CC2(Cc3ccnc(F)c3)c3ccccc3C(=O)c3ccccc23)ccn1
DCEBIO	CCn1c(O)nc2cc(Cl)c(Cl)cc12
ML130	Cc1ccc(cc1)S(=O)(=O)n1c(N)nc2ccccc12
ramipril	CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1[C@H]2CCC[C@H]2C[C@H]1C(O)=O
pirenzepine	CN1CCN(CC(=O)N2c3ccccc3C(=O)Nc3cccnc23)CC1
RG108	OC(=O)[C@H](Cc1c[nH]c2ccccc12)N1C(=O)c2ccccc2C1=O
L-655240	Cc1c(CC(C)(C)C(O)=O)n(Cc2ccc(Cl)cc2)c2ccc(F)cc12
SN-38	CCc1c2Cn3c(cc4c(COC(=O)[C@]4(O)CC)c3=O)-c2nc2ccc(O)cc12
allylthiourea	NC(S)=NCC=C
testosterone-enanthate	CCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C
1-deoxymannojirimycin	OC[C@H]1NC[C@@H](O)[C@@H](O)[C@@H]1O
vincamine	CC[C@@]12CCCN3CCc4c([C@H]13)n(c1ccccc41)[C@@](O)(C2)C(=O)OC
2-oxoglutaric-acid	OC(=O)CCC(=O)C(O)=O
tepoxalin	COc1ccc(cc1)-n1nc(CCC(=O)N(C)O)cc1-c1ccc(Cl)cc1
trifluoperazine	CN1CCN(CCCN2c3ccccc3Sc3ccc(cc23)C(F)(F)F)CC1
raltitrexed	CN(Cc1ccc2[nH]c(C)nc(=O)c2c1)c1ccc(s1)C(=O)N[C@@H](CCC(O)=O)C(O)=O
retigabine	CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)cc1N
chlorpromazine	CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc12
amprolium	CCCc1ncc(C[n+]2ccccc2C)c(N)n1
spironolactone	CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]33CCC(=O)O3)[C@H]12
5-iodo-A-85380	Ic1cncc(OC[C@@H]2CCN2)c1
thiophanate	COC(=O)NC(=S)Nc1ccccc1NC(=S)NC(=O)OC
bazedoxifene	Cc1c(-c2ccc(O)cc2)n(Cc2ccc(OCCN3CCCCCC3)cc2)c2ccc(O)cc12
AMG-487	CCOc1ccc(cc1)-n1c(nc2ncccc2c1=O)[C@@H](C)N(Cc1cccnc1)C(=O)Cc1ccc(OC(F)(F)F)cc1
phentolamine	Cc1ccc(cc1)N(CC1=NCCN1)c1cccc(O)c1
chlorquinaldol	Cc1ccc2c(Cl)cc(Cl)c(O)c2n1
GW-843682X	COc1cc2ncn(-c3cc(OCc4ccccc4C(F)(F)F)c(s3)C(N)=O)c2cc1OC
AR-12	NCC(=O)Nc1ccc(cc1)-n1nc(cc1-c1ccc2c(ccc3ccccc23)c1)C(F)(F)F
MY-5445	Clc1cccc(Nc2nnc(-c3ccccc3)c3ccccc23)c1
ipsapirone	O=C1N(CCCCN2CCN(CC2)c2ncccn2)S(=O)(=O)c2ccccc12
butenafine	CN(Cc1ccc(cc1)C(C)(C)C)Cc1cccc2ccccc12
oleanolic-acid	CC1(C)CC[C@@]2(CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]34C)[C@@H]2C1)C(O)=O
cutamesine	COc1ccc(CCN2CCN(CCCc3ccccc3)CC2)cc1OC
nefazodone	CCc1nn(CCCN2CCN(CC2)c2cccc(Cl)c2)c(=O)n1CCOc1ccccc1
bedaquiline	COc1nc2ccc(Br)cc2cc1[C@@H](c1ccccc1)[C@@](O)(CCN(C)C)c1cccc2ccccc12
RS-127445	CC(C)c1cc(nc(N)n1)-c1ccc(F)c2ccccc12
canagliflozin	Cc1ccc(cc1Cc1ccc(s1)-c1ccc(F)cc1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
propantheline	CC(C)[N+](C)(CCOC(=O)C1c2ccccc2Oc2ccccc12)C(C)C
carboplatin	N[Pt]1(N)OC(=O)C2(CCC2)C(=O)O1
indiplon	CN(C(C)=O)c1cccc(c1)-c1ccnc2c(cnn12)C(=O)c1cccs1
KRN-633	CCCNC(=O)Nc1ccc(Oc2ncnc3cc(OC)c(OC)cc23)cc1Cl
vancomycin	CN[C@H](CC(C)C)C(=O)N[C@@H]1[C@H](O)c2ccc(Oc3cc4cc(Oc5ccc(cc5Cl)[C@@H](O)[C@@H]5NC(=O)[C@H](NC(=O)[C@@H]4NC(=O)[C@H](CC(N)=O)NC1=O)c1ccc(O)c(c1)-c1c(O)cc(O)cc1[C@H](NC5=O)C(O)=O)c3O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O[C@H]1C[C@](C)(N)[C@H](O)[C@H](C)O1)c(Cl)c2
rotigotine	CCCN(CCc1cccs1)[C@H]1CCc2c(O)cccc2C1
m-THP	Oc1cccc(c1)-c1c2ccc(n2)c(-c2cccc(O)c2)c2ccc([nH]2)c(-c2cccc(O)c2)c2ccc(n2)c(-c2cccc(O)c2)c2ccc1[nH]2
telcagepant	Fc1cccc([C@@H]2CC[C@@H](NC(=O)N3CCC(CC3)n3c4cccnc4[nH]c3=O)C(=O)N(CC(F)(F)F)C2)c1F
aloxistatin	CCOC(=O)[C@H]1O[C@@H]1C(=O)N[C@@H](CC(C)C)C(=O)NCCC(C)C
nortriptyline	CNCCC=C1c2ccccc2CCc2ccccc12
amodiaquine	CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O
noscapine	COc1ccc2[C@H](OC(=O)c2c1OC)[C@@H]1N(C)CCc2cc3OCOc3c(OC)c12
apalutamide	CNC(=O)c1ccc(cc1F)N1C(=S)N(C(=O)C11CCC1)c1cnc(C#N)c(c1)C(F)(F)F
betahistine	CNCCc1ccccn1
mesulergine	CN(C)S(=O)(=O)N[C@H]1C[C@H]2[C@@H](Cc3cn(C)c4cccc2c34)N(C)C1
anisomycin	COc1ccc(C[C@H]2NC[C@H](O)[C@H]2OC(C)=O)cc1
tromaril	OC(=O)c1ccccc1NCCc1ccccc1
sacubitril	CCOC(=O)[C@H](C)C[C@@H](Cc1ccc(cc1)-c1ccccc1)NC(=O)CCC(O)=O
AGP-103	CCCCCCCCCCCCCCCCCCCCCC(O)=O
piceatannol	Oc1cc(O)cc(c1)\C=C\c1ccc(O)c(O)c1
nikethamide	CCN(CC)C(=O)c1cccnc1
mercaptopurine	S=c1[nH]cnc2nc[nH]c12
trans-4-Hydroxycrotonic-acid	OC\C=C\C(O)=O
ABT-751	COc1ccc(cc1)S(=O)(=O)Nc1cccnc1Nc1ccc(O)cc1
benzonatate	CCCCNc1ccc(cc1)C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOC
felbinac	OC(=O)Cc1ccc(cc1)-c1ccccc1
4-HQN	Oc1ncnc2ccccc12
torcitabine	Nc1ccn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)n1
ZK811752	C[C@@H]1CN(Cc2ccc(F)cc2)CCN1C(=O)COc1ccc(Cl)cc1NC(N)=O
2-[1-(4-piperonyl)piperazinyl]benzothiazole	C(N1CCN(CC1)c1nc2ccccc2s1)c1ccc2OCOc2c1
SD-169	NC(=O)c1ccc2[nH]ccc2c1
AM-251	Cc1c(nn(c1-c1ccc(I)cc1)-c1ccc(Cl)cc1Cl)C(=O)NN1CCCCC1
GBR-12783	C(CN1CCN(C\C=C\c2ccccc2)CC1)OC(c1ccccc1)c1ccccc1
O6-Benzylguanine	Nc1nc(OCc2ccccc2)c2[nH]cnc2n1
triamterene	Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1
doxorubicin	COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@H](O[C@H]5C[C@H](N)[C@H](O)[C@H](C)O5)c4c(O)c3C(=O)c12)C(=O)CO
pimecrolimus	CC[C@@H]1\C=C(C)\C[C@H](C)C[C@H](OC)[C@H]2O[C@](O)([C@H](C)C[C@@H]2OC)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@@H]([C@H](C)[C@@H](O)CC1=O)C(\C)=C\[C@@H]1CC[C@H](Cl)[C@@H](C1)OC
isoxepac	OC(=O)Cc1ccc2OCc3ccccc3C(=O)c2c1
exatecan-mesylate	CC[C@@]1(O)C(=O)OCc2c1cc1-c3nc4cc(F)c(C)c5CC[C@H](N)c(c3Cn1c2=O)c45
lomitapide	FC(F)(F)CNC(=O)C1(CCCCN2CCC(CC2)NC(=O)c2ccccc2-c2ccc(cc2)C(F)(F)F)c2ccccc2-c2ccccc12
tosedostat	CC(C)C[C@H]([C@H](O)C(=O)NO)C(=O)N[C@H](C(=O)OC1CCCC1)c1ccccc1
16,16-dimethylprostaglandin-e2	CCCCC(C)(C)[C@H](O)\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1C\C=C/CCCC(O)=O
oglemilast	CS(=O)(=O)Nc1ccc2oc3c(OC(F)F)ccc(C(=O)Nc4c(Cl)cncc4Cl)c3c2c1
